Word	Norwegian-no	Valence	Arousal	Dominance
unquestionable	udiskutable	0.469	0.450	0.843
unquestionably	utvilsomt	0.500	0.630	0.750
unquestioned	unquestioned	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	rakne	0.378	0.598	0.455
unreachable	ikke nås	0.208	0.679	0.557
unread	ulest	0.458	0.240	0.214
unreal	uvirkelig	0.173	0.431	0.296
unrealistic	urealistisk	0.229	0.500	0.245
unreasonable	urimelig	0.115	0.702	0.264
unrecorded	uinnspilte	0.241	0.351	0.350
unregistered	uregistrert	0.255	0.337	0.266
unregulated	uregulert	0.344	0.454	0.421
unrelated	urelatert	0.302	0.270	0.264
unrelenting	nådeløs	0.500	0.790	0.875
unreliable	upålitelig	0.108	0.480	0.240
unremarkable	unremarkable	0.271	0.155	0.230
unrepentant	unrepentant	0.240	0.445	0.413
unrequited	gjengjeldt	0.143	0.441	0.179
unresolved	uløst	0.135	0.441	0.173
unresponsive	svarer ikke	0.108	0.282	0.244
unrest	uro	0.102	0.577	0.231
unrestrained	hemningsløs	0.385	0.775	0.627
unrestricted	ubegrenset	0.698	0.458	0.644
unromantic	uromantisk	0.208	0.316	0.307
unruly	uregjerlig	0.240	0.745	0.547
unsafe	usikre	0.115	0.562	0.147
unsanitary	uhygienisk	0.063	0.592	0.269
unsatisfactory	utilfredsstillende	0.122	0.520	0.189
unsatisfied	misfornøyd	0.200	0.547	0.241
unsavory	usmakelig	0.071	0.637	0.353
unscathed	uskadd	0.625	0.308	0.611
unscheduled	ikke planlagt	0.312	0.436	0.300
unscientific	uvitenskapelig	0.396	0.317	0.321
unscrew	skru	0.333	0.462	0.396
unscrupulous	samvittighetsløs	0.094	0.727	0.465
unseat	velte	0.229	0.500	0.312
unseen	usett	0.427	0.351	0.421
unselfish	uselvisk	0.615	0.353	0.377
unsettled	uoppgjorte	0.208	0.647	0.170
unsightly	skjemmende	0.226	0.559	0.373
unsolicited	uoppfordret	0.094	0.339	0.280
unsolved	uløst	0.146	0.390	0.235
unsophisticated	usofistikert	0.327	0.491	0.339
unsound	uholdbar	0.146	0.222	0.272
unspeakable	usigelige	0.327	0.567	0.393
unspecified	uspesifisert	0.240	0.365	0.165
unspoken	uuttalt	0.177	0.260	0.208
unstable	ustabil	0.167	0.587	0.150
unsteady	ustødig	0.122	0.500	0.190
unstoppable	ustoppelig	0.625	0.887	0.862
unsuccessful	mislykket	0.140	0.318	0.106
unsuitable	passer ikke	0.188	0.528	0.300
unsung	unsung	0.296	0.330	0.314
unsupervised	uten tilsyn	0.478	0.481	0.442
unsupported	støttes	0.260	0.450	0.221
unsure	usikker	0.143	0.580	0.217
unsurpassed	uovertruffen	0.694	0.569	0.798
unsuspecting	intetanende	0.302	0.509	0.413
unsustainable	unsustainable	0.255	0.650	0.406
unsweetened	usøtet	0.396	0.263	0.300
unsympathetic	usympatiske	0.163	0.620	0.281
untamed	utemmet	0.429	0.778	0.709
untenable	uholdbar	0.143	0.637	0.425
untested	utestet	0.302	0.296	0.348
unthinkable	utenkelig	0.365	0.480	0.481
untidy	uryddig	0.106	0.610	0.254
untie	knytte opp	0.542	0.463	0.472
untimely	utidige	0.245	0.676	0.233
untitled	uten navn	0.213	0.240	0.240
untold	Untold	0.240	0.367	0.191
untouchable	untouchable	0.490	0.602	0.683
untouched	urørt	0.531	0.276	0.600
untoward	untoward	0.122	0.555	0.291
untraceable	untraceable	0.321	0.674	0.574
untrained	utrent	0.149	0.529	0.282
untranslated	uoversatt	0.271	0.188	0.264
untroubled	ubekymret	0.750	0.213	0.653
untrue	usann	0.031	0.500	0.188
untrustworthy	upålitelige	0.097	0.449	0.287
unturned	unturned	0.312	0.255	0.316
unused	ubrukt	0.344	0.231	0.234
unusual	uvanlig	0.429	0.433	0.361
unusually	used	0.385	0.406	0.358
unutterable	uendelig	0.406	0.592	0.538
unveil	avdekke	0.439	0.442	0.562
unveiling	avdukingen	0.569	0.570	0.675
unverified	ubekreftet	0.214	0.365	0.180
unwanted	uønsket	0.177	0.546	0.205
unwarranted	uberettiget	0.091	0.500	0.345
unwary	uforsiktige	0.286	0.417	0.402
unwashed	uvaskede	0.365	0.427	0.360
unwavering	urokkelig	0.740	0.630	0.858
unwed	ugift	0.541	0.595	0.459
unwelcome	uvel	0.115	0.480	0.269
unwell	uvel	0.143	0.640	0.221
unwilling	uvillig	0.302	0.316	0.179
unwillingly	uvillig	0.204	0.548	0.182
unwillingness	uvilje	0.204	0.311	0.113
unwind	koble av	0.837	0.181	0.394
unwise	uklokt	0.141	0.610	0.304
unwitting	uvitende	0.260	0.526	0.344
unwittingly	uforvarende	0.312	0.510	0.264
unworthy	uverdig	0.194	0.433	0.226
unwrap	Pakk	0.604	0.491	0.557
unwritten	uskreven	0.367	0.384	0.272
unyielding	urokkelig	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	upbeat	0.878	0.531	0.802
upbringing	oppdragelse	0.677	0.490	0.600
upcoming	kommende	0.688	0.460	0.550
update	Oppdater	0.698	0.535	0.802
upgrade	Oppgradering	0.786	0.500	0.670
upheaval	omveltning	0.290	0.830	0.570
uphill	oppoverbakke	0.396	0.723	0.572
uphold	opprett	0.698	0.321	0.561
upholstery	møbeltrekk	0.592	0.270	0.386
upkeep	vedlikehold	0.590	0.442	0.685
upland	Upland	0.719	0.578	0.607
uplands	uplands	0.615	0.471	0.577
uplift	friinntekt	0.656	0.779	0.771
uplifting	oppløftende	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	laste opp	0.638	0.683	0.696
upper	øverste	0.740	0.529	0.868
uppercut	uppercut	0.410	0.600	0.550
uppity	uppity	0.465	0.546	0.417
upright	oppreist	0.667	0.373	0.600
uprising	oppstand	0.561	0.777	0.704
uproar	opprør	0.271	0.902	0.462
upscale	oppskalere	0.698	0.526	0.846
upset	urolig	0.071	0.680	0.330
upshot	endelige utfallet	0.693	0.490	0.716
upstairs	oppe	0.663	0.408	0.645
upstanding	utstå	0.851	0.390	0.708
upstart	oppkomling	0.449	0.500	0.455
uptight	uptight	0.184	0.716	0.333
upward	oppadgående	0.792	0.481	0.620
upwards	oppover	0.724	0.439	0.638
uranium	uran	0.375	0.580	0.490
urban	Urban	0.561	0.528	0.644
urchin	bolle~~POS=TRUNC	0.417	0.510	0.373
urge	trang	0.418	0.680	0.653
urgency	hastverk	0.429	0.908	0.543
urgent	som haster	0.327	0.918	0.623
urinal	urinal	0.214	0.510	0.306
urinalysis	urinalysis	0.344	0.532	0.398
urinate	urinere	0.360	0.500	0.353
urination	urinering	0.271	0.441	0.232
urine	urin	0.375	0.361	0.169
urn	urne	0.194	0.520	0.295
usable	bruk	0.812	0.455	0.611
usage	bruk	0.646	0.360	0.426
use	bruk	0.438	0.358	0.409
used	Brukt	0.354	0.306	0.287
useful	nyttig	0.833	0.411	0.726
usefully	hensiktsmessig	0.650	0.481	0.760
usefulness	nytten	0.806	0.519	0.741
useless	ubrukelig	0.052	0.342	0.184
user	bruker	0.629	0.347	0.442
usher	usher	0.521	0.440	0.519
usual	vanlig	0.625	0.221	0.400
usurp	tilrive	0.125	0.818	0.433
usurped	tilranet	0.292	0.780	0.438
usury	åger	0.344	0.679	0.430
utensil	redskap	0.573	0.279	0.383
uterus	livmor	0.551	0.420	0.510
utilitarian	utilitaristisk	0.427	0.363	0.639
utility	nytte	0.622	0.400	0.704
utilization	utnyttelse	0.562	0.469	0.706
utilize	bruke	0.694	0.445	0.545
utmost	ytterste	0.719	0.740	0.858
utopian	utopisk	0.542	0.327	0.552
utter	utter	0.531	0.422	0.549
utterance	ytring	0.542	0.640	0.704
utterly	fullstendig	0.633	0.440	0.673
vacancy	ledighet	0.643	0.311	0.418
vacant	ledig	0.578	0.220	0.464
vacate	forlate	0.357	0.490	0.397
vacation	ferie	0.840	0.490	0.598
vaccination	vaksinasjon	0.530	0.578	0.621
vaccine	vaksine	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	vacuous	0.354	0.267	0.304
vacuum	vakuum	0.327	0.196	0.134
vagabond	vagabond	0.384	0.531	0.144
vagina	vagina	0.551	0.870	0.500
vaginal	vaginal	0.449	0.765	0.420
vagrancy	løsgjengeri	0.219	0.567	0.277
vagrant	vagrant	0.265	0.548	0.250
vague	uklar	0.271	0.335	0.083
vagueness	vaghet	0.150	0.324	0.221
vainly	vainly	0.365	0.283	0.169
valance	valance	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	valentine	0.888	0.615	0.510
valet	betjent	0.635	0.406	0.389
valiant	tapper	0.880	0.745	0.904
valid	gyldig	0.693	0.353	0.565
validate	validere	0.760	0.431	0.745
validation	validering	0.655	0.460	0.720
validity	gyldighet	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	dal	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	verdifull	0.899	0.547	0.798
valuables	verdisaker	0.790	0.625	0.759
valuation	verdivurdering	0.615	0.480	0.795
value	verdi	0.875	0.582	0.802
valve	ventil	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampyr	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	hærverk	0.083	0.904	0.509
vane	Vane	0.561	0.280	0.231
vanguard	fortropp	0.693	0.640	0.780
vanilla	vanilje	0.706	0.216	0.284
vanish	forsvinne	0.236	0.480	0.347
vanished	forsvant	0.208	0.566	0.255
vanishing	forsvinn	0.292	0.550	0.322
vanity	forfengelighet	0.260	0.540	0.439
vanquish	vanquish	0.708	0.760	0.804
vanquished	vunnet	0.496	0.529	0.176
vanquishing	vanquishing	0.600	0.748	0.764
vantage	utsikts	0.740	0.632	0.788
vapor	damp	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	variabel	0.620	0.407	0.400
variance	varians	0.540	0.405	0.509
variation	variasjon	0.635	0.561	0.406
variations	variasjoner	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varicose	0.235	0.462	0.368
varied	variert	0.604	0.701	0.472
variegated	spraglete	0.398	0.549	0.406
variety	variasjon	0.714	0.472	0.598
various	diverse	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	lakk	0.448	0.353	0.361
varsity	Varsity	0.710	0.594	0.670
vary	variere	0.521	0.373	0.413
varying	varierende	0.552	0.471	0.385
vascular	vaskulær	0.516	0.451	0.627
vase	vase	0.638	0.225	0.215
vasectomy	vasektomi	0.208	0.663	0.431
vassal	vassal	0.417	0.525	0.196
vast	enorme	0.520	0.535	0.545
vat	mva	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	hvelv	0.490	0.378	0.644
vaulted	hvelvet	0.417	0.460	0.542
vaulting	hvelv	0.510	0.323	0.520
veal	kalv	0.438	0.337	0.410
vector	vektor	0.538	0.308	0.482
veer	Veer	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	grønnsak	0.551	0.120	0.289
vegetarian	vegetarianer	0.562	0.255	0.407
vegetarianism	vegetarisme	0.510	0.269	0.407
vegetation	vegetasjon	0.740	0.177	0.500
vegetative	vegetative	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	heftig	0.500	0.500	0.575
vehicle	kjøretøy	0.641	0.565	0.500
veil	slør	0.500	0.235	0.415
veiled	veiled	0.370	0.317	0.324
vein	blodåre	0.347	0.373	0.318
veined	veined	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	hastighet	0.673	0.769	0.783
velour	velur	0.670	0.292	0.412
velvet	fløyel	0.663	0.226	0.304
velvety	fløyelsmyk	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	vending	0.417	0.565	0.549
vendor	selger	0.541	0.541	0.627
veneer	finér	0.490	0.265	0.289
venerable	ærverdige	0.708	0.369	0.600
veneration	ærbødighet	0.745	0.650	0.712
venereal	kjønns	0.302	0.654	0.424
venetian	persienne	0.633	0.373	0.464
vengeance	hevn	0.103	0.927	0.719
vengeful	hevngjerrig	0.150	0.840	0.561
venison	vilt	0.510	0.422	0.296
venom	giften	0.125	0.770	0.491
venomous	giftig	0.159	0.841	0.636
venous	venøs	0.406	0.571	0.453
vent	vent	0.479	0.519	0.529
ventilation	ventilasjon	0.719	0.451	0.568
ventilator	ventilator	0.471	0.353	0.344
venting	ventilering	0.375	0.388	0.418
ventricle	ventrikkel	0.520	0.387	0.464
ventricular	ventrikkel	0.440	0.549	0.475
ventriloquist	buktaler	0.552	0.600	0.526
venture	venture-	0.893	0.810	0.644
venue	spillested	0.727	0.316	0.395
veracity	sannferdighet	0.735	0.724	0.798
veranda	veranda	0.743	0.343	0.439
verb	verb	0.582	0.312	0.414
verbal	verbal	0.520	0.291	0.562
verbatim	ordrett	0.562	0.255	0.574
verbiage	ordgyteri	0.429	0.560	0.535
verbose	ordrik	0.439	0.480	0.635
verbosity	detaljnivå	0.300	0.491	0.451
verdant	frodige	0.600	0.260	0.389
verdict	kjennelse	0.325	0.689	0.800
verge	randen	0.500	0.337	0.305
verification	bekreftelse	0.750	0.276	0.642
verified	verifisert	0.781	0.367	0.677
verify	bekrefte	0.761	0.481	0.704
verily	sannelig	0.713	0.351	0.585
veritable	veritabel	0.794	0.330	0.759
vermin	skadedyr	0.167	0.712	0.385
vermouth	vermut	0.503	0.480	0.425
vernacular	dialekt	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	allsidig	0.906	0.625	0.714
versatility	allsidighet	0.878	0.585	0.750
verse	vers	0.667	0.269	0.336
version	versjon	0.604	0.423	0.538
versus	mot	0.310	0.500	0.447
vert	Vert	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	ryggvirvel	0.308	0.434	0.525
vertex	toppunktet	0.316	0.510	0.491
vertical	vertikal	0.520	0.387	0.492
vertically	vertikalt	0.534	0.385	0.545
vertigo	svimmelhet	0.292	0.655	0.445
verve	verve	0.724	0.840	0.693
very negative	veldig negativt	0.062	0.521	0.148
very positive	veldig positiv	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vesikkel	0.359	0.509	0.379
vesicular	vesikulær	0.214	0.440	0.483
vessel	fartøyet	0.490	0.398	0.538
vest	Vest	0.667	0.380	0.371
vested	egen	0.663	0.415	0.648
vestibule	vestibyle	0.541	0.385	0.422
vestige	rest	0.562	0.470	0.454
vet	veterinæren	0.531	0.400	0.644
veteran	veteran	0.560	0.431	0.759
veterinarian	veterinær	0.582	0.418	0.542
veterinary	veterinær	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	ergerlig	0.115	0.802	0.413
viability	levedyktighet	0.776	0.500	0.684
viable	levedyktig	0.656	0.320	0.667
viaduct	viadukten	0.420	0.440	0.662
vial	ampulle	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	vibber	0.635	0.688	0.574
vibrant	levende	0.771	0.824	0.782
vibrate	vibrere	0.500	0.698	0.604
vibration	vibrasjon	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	vibrasjons	0.542	0.690	0.527
vicar	prest	0.531	0.370	0.555
vicarious	stedfortredende	0.479	0.452	0.517
vice	vice	0.296	0.778	0.480
viceroy	visekonge	0.541	0.481	0.712
vicinity	nærhet	0.700	0.353	0.466
vicious	ond	0.208	0.694	0.407
victim	offer	0.115	0.676	0.202
victimized	utsatt	0.115	0.644	0.273
victor	victor	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	seirende	0.884	0.886	0.946
victory	seier	0.938	0.735	0.931
video	video	0.646	0.577	0.427
video game	video spill	0.707	0.765	0.414
videotape	videoopptak	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	utsikt	0.896	0.292	0.555
viewer	viewer	0.592	0.358	0.558
viewing	visning	0.690	0.394	0.598
viewpoint	utsiktspunkt	0.673	0.306	0.644
vigil	våkenatt	0.521	0.480	0.491
vigilance	årvåkenhet	0.490	0.615	0.724
vigilant	årvåken	0.469	0.643	0.791
vigilante	borgervern	0.418	0.627	0.720
vignette	vignett	0.717	0.283	0.382
vigor	Vigør	0.860	0.755	0.811
vigorous	energisk	0.857	0.770	0.897
viking	viking	0.541	0.755	0.605
vile	sjofel	0.083	0.537	0.553
villa	villa	0.698	0.290	0.345
village	landsby	0.684	0.367	0.336
villager	landsbyboer	0.710	0.387	0.509
villain	kriminell, kjeltring	0.177	0.892	0.590
villainous	onde	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	rettferdig	0.656	0.596	0.767
vindicated	vindicated	0.615	0.480	0.609
vindication	oppreisning	0.531	0.632	0.764
vindictive	hevngjerrig	0.092	0.830	0.500
vine	vinranke	0.531	0.292	0.405
vinegar	eddik	0.276	0.370	0.356
vineyard	vingård	0.806	0.382	0.595
vintage	årgang	0.680	0.390	0.481
vinyl	vinyl	0.490	0.241	0.440
viola	viola	0.521	0.461	0.481
violate	bryte	0.061	0.970	0.519
violation	brudd	0.083	0.892	0.413
violence	vold	0.061	0.933	0.719
violent	voldelig	0.112	0.918	0.616
violently	voldelig	0.120	0.970	0.527
violet	fiolett	0.688	0.272	0.401
violin	fiolin	0.823	0.396	0.389
violinist	fiolinist	0.804	0.302	0.538
viper	viper	0.173	0.846	0.632
viral	viral	0.240	0.612	0.518
virgin	jomfru	0.622	0.433	0.462
virginal	jomfrue	0.673	0.577	0.464
virginity	jomfrudom	0.691	0.676	0.576
virility	virilitet	0.684	0.670	0.718
virology	virologi	0.418	0.569	0.562
virtual	virtuell	0.598	0.532	0.463
virtually	så og si	0.594	0.521	0.625
virtue	dyd	0.896	0.443	0.827
virtuoso	virtuos	0.929	0.591	0.863
virtuous	dydig	0.890	0.530	0.822
virulence	virulens	0.094	0.533	0.438
virus	virus	0.277	0.740	0.443
visa	visum	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	viskositet	0.417	0.521	0.454
viscous	viskøs	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	synlighet	0.750	0.444	0.676
visible	synlig	0.750	0.342	0.509
visibly	synlig	0.724	0.373	0.591
vision	syn	0.708	0.447	0.742
visionary	visjonær	0.823	0.565	0.791
visit	besøk	0.771	0.443	0.445
visitation	visitas	0.729	0.346	0.534
visiting	besøker	0.729	0.440	0.519
visitor	besøkende	0.646	0.480	0.461
visor	visir	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	visuell	0.813	0.462	0.462
visualize	visual	0.635	0.431	0.537
vital	vital	0.750	0.716	0.847
vitality	vitalitet	0.923	0.565	0.869
vitals	vitals	0.704	0.604	0.798
vitamin	vitamin	0.827	0.330	0.560
vitreous	glass	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	livlig	0.780	0.820	0.758
vivid	levende	0.698	0.627	0.667
vixen	vixen	0.367	0.615	0.414
vocabulary	ordforråd	0.530	0.247	0.585
vocal	vokal	0.583	0.352	0.340
vocalist	vokalisten	0.688	0.596	0.596
vocation	kall	0.833	0.426	0.686
vodka	vodka	0.510	0.632	0.491
vogue	vogue	0.740	0.491	0.538
voice	stemme	0.594	0.343	0.528
voiceless	stemmeløs	0.271	0.235	0.131
voicemail	mobilsvar	0.458	0.453	0.406
void	tomrom	0.135	0.163	0.130
volatile	flyktige	0.323	0.786	0.565
volatility	volatilitet	0.281	0.755	0.553
volcanic	vulkansk	0.344	0.910	0.781
volcano	vulkan	0.240	0.844	0.787
volition	vilje	0.480	0.587	0.578
volley	volley	0.529	0.460	0.336
volleyball	volleyball	0.640	0.700	0.458
voltage	Spenning	0.382	0.855	0.621
voltmeter	voltmeter	0.599	0.596	0.545
volume	volum	0.552	0.490	0.546
volumes	volumer	0.552	0.452	0.520
voluminous	voluminøs	0.561	0.450	0.658
voluntarily	frivillig	0.847	0.460	0.527
voluntary	frivillig	0.771	0.460	0.643
volunteer	frivillig	0.888	0.422	0.596
volunteering	frivillig arbeid	0.844	0.614	0.603
volunteers	frivillige	0.820	0.448	0.630
voluptuous	sensuell	0.673	0.719	0.792
vomit	kaste opp	0.073	0.569	0.188
vomiting	oppkast	0.156	0.780	0.157
voodoo	voodoo	0.188	0.600	0.453
voracious	glupsk	0.385	0.892	0.694
vortex	vortex	0.408	0.691	0.602
vote	stemme	0.582	0.500	0.649
voter	velger	0.612	0.538	0.754
voting	stemmegivning	0.615	0.602	0.768
votive	votive	0.479	0.460	0.453
vouch	innestå	0.625	0.417	0.746
voucher	kupong	0.622	0.416	0.601
vow	løfte	0.560	0.510	0.664
vowel	vokal	0.490	0.283	0.311
voyage	reise	0.816	0.714	0.580
voyager	voyager	0.684	0.596	0.627
voyeur	voyeur	0.479	0.615	0.466
vulgar	vulgær	0.083	0.820	0.445
vulgarity	vulgaritet	0.104	0.870	0.346
vulnerability	sårbarhet	0.250	0.510	0.267
vulnerable	sårbar	0.198	0.490	0.245
vulture	gribb	0.316	0.604	0.472
wacko	wacko	0.271	0.574	0.330
wacky	sprø	0.153	0.720	0.321
wad	dott	0.333	0.318	0.259
waddle	vralte	0.490	0.453	0.388
wade	wade	0.510	0.656	0.472
wafer	wafer	0.677	0.360	0.313
waffle	vaffel	0.708	0.394	0.327
wag	logre	0.448	0.490	0.481
wage	lønn	0.635	0.480	0.565
wager	veddemål	0.479	0.816	0.615
wages	lønn	0.776	0.440	0.620
wagon	vogn	0.490	0.461	0.474
wail	jamre	0.418	0.724	0.393
waist	midje	0.542	0.448	0.351
waistcoat	vest	0.542	0.320	0.389
waistline	waistline	0.560	0.417	0.320
wait	vente	0.224	0.167	0.264
waiter	kelner	0.459	0.300	0.295
waiting	venter	0.239	0.339	0.333
waitinggame	NO TRANSLATION	0.604	0.549	0.406
waitress	servitør	0.646	0.531	0.352
waive	frafalle	0.276	0.559	0.311
waiver	fraskrivelse	0.396	0.630	0.373
wake	våkne	0.700	0.470	0.512
walk	gå	0.643	0.412	0.450
walker	walker	0.551	0.491	0.525
walking	gå	0.708	0.480	0.781
walkout	gå ut	0.292	0.853	0.427
wall	vegg	0.417	0.250	0.509
wallaby	wallaby	0.541	0.368	0.391
wallet	lommebok	0.680	0.432	0.500
wallflower	veggpryd	0.667	0.298	0.342
wallop	pryle	0.320	0.790	0.689
wallow	velte seg	0.286	0.878	0.491
wallpaper	bakgrunns	0.673	0.173	0.308
walnut	valnøtt	0.688	0.302	0.255
walrus	hvalross	0.521	0.327	0.361
waltz	vals	0.769	0.410	0.315
wan	NO TRANSLATION	0.384	0.457	0.310
wand	wand	0.542	0.322	0.315
wander	vandre	0.427	0.417	0.330
wanderer	vandreren	0.458	0.519	0.396
wandering	vandrende	0.323	0.471	0.357
wane	blekne	0.188	0.402	0.098
waning	avtagende	0.375	0.333	0.300
wanker	wanker	0.290	0.569	0.446
wannabe	wannabe	0.602	0.547	0.337
wannasleep	NO TRANSLATION	0.604	0.330	0.345
want	vil	0.671	0.642	0.598
wanting	ønsker	0.760	0.433	0.593
wanton	vilter	0.427	0.739	0.500
war	krig	0.022	0.892	0.727
warbler	sangfugl	0.480	0.349	0.311
warcrimes	NO TRANSLATION	0.031	0.852	0.585
ward	avdeling	0.469	0.255	0.254
warden	oppsynsmann	0.615	0.627	0.898
wardrobe	garderobe	0.612	0.510	0.336
ware	ware	0.604	0.443	0.455
warehouse	lager	0.721	0.365	0.446
warfare	krigføring	0.062	0.885	0.845
warhead	stridshode	0.219	0.756	0.536
warlike	krigersk	0.367	0.847	0.779
warlock	trollmann	0.312	0.558	0.657
warlord	krigsherren	0.167	0.796	0.781
warm	varm	0.760	0.312	0.585
warming	oppvarming	0.594	0.637	0.580
warms	varmer	0.594	0.580	0.632
warmth	varme	0.878	0.307	0.602
warn	varsle	0.429	0.647	0.564
warned	advart	0.302	0.604	0.547
warning	advarsel	0.229	0.774	0.629
warp	varp	0.344	0.417	0.373
warpath	warpath	0.280	0.676	0.551
warped	skjev	0.219	0.663	0.304
warrant	warrant	0.653	0.398	0.802
warranted	garantert	0.714	0.367	0.690
warrants	warrants	0.562	0.431	0.881
warranty	garanti	0.667	0.470	0.568
warren	warren	0.417	0.570	0.464
warrior	kriger	0.458	0.863	0.915
warship	krigsskip	0.292	0.890	0.889
wart	vorte	0.082	0.314	0.205
wartime	krigstid	0.100	0.912	0.726
wary	skeptisk	0.510	0.343	0.535
wash	vask	0.635	0.377	0.297
washed	vasket	0.542	0.314	0.392
washer	vaskemaskin	0.594	0.390	0.365
washing	vasking	0.643	0.396	0.402
washout	vask ut	0.383	0.304	0.389
washroom	vaskerom	0.500	0.364	0.446
wasp	veps	0.390	0.620	0.406
waste	Avfall	0.041	0.510	0.184
wastebasket	søppelbøtte	0.271	0.230	0.286
wasted	drita full	0.188	0.558	0.259
wasteful	uøkonomisk	0.173	0.730	0.409
wasteland	ødemark	0.365	0.308	0.391
wasting	sløse	0.051	0.417	0.207
watch	se	0.531	0.346	0.423
watchdog	vakthund	0.531	0.811	0.648
